	Perturbed Premise	Perturbed Hypothesis	label	Original Premise	Original Hypothesis	perturbed_label	attack
479	A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.	The a in white and black is leaping.	0	A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.	The man in white and black is leaping.	1	WordSwapWordNetSynonyms
480	A variety of people are sitting around a tale doing craft projects.	The people are crextive.	1	A variety of people are sitting around a tale doing craft projects.	The people are creative.	2	WordSwapQWERTY
481	A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.	Fhere are children in the strwets.	2	A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.	There are children in the streets.	0	WordSwapQWERTY
482	A worker peers out from atop a building under construction.	A mxn is atpp of a buildihg.	1	A worker peers out from atop a building under construction.	A man is atop of a building.	0	WordSwapQWERTY
483	A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.	The mam in shite and black is leaping.	0	A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.	The man in white and black is leaping.	1	WordSwapQWERTY
484	A variety of people are sitting around a tale doing craft projects.	The people are innovator.	1	A variety of people are sitting around a tale doing craft projects.	The people are creative.	2	WordSwapEmbedding
485	A family walking with a soldier.	A few people locomotion with a man in uniform.	1	A family walking with a soldier.	A few people walk with a man in uniform.	2	WordSwapEmbedding
486	A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.	There are infants in the streets.	2	A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.	There are children in the streets.	0	WordSwapEmbedding
487	A worker peers out from atop a building under construction.	A man is tucked of a building.	1	A worker peers out from atop a building under construction.	A man is atop of a building.	0	WordSwapEmbedding
488	A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.	The bloke in white and black is leaping.	0	A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.	The man in white and black is leaping.	1	WordSwapEmbedding
489	A variety of people are sitting around a tale comparing projects.	The people are creative.	1	A variety of people are sitting around a tale doing craft projects.	The people are creative.	2	WordMergeMaskedLM
490	A family walking with a soldier.	A police walk with a man in uniform.	1	A family walking with a soldier.	A few people walk with a man in uniform.	0	WordMergeMaskedLM
491	A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.	There are children in kindergarten.	2	A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.	There are children in the streets.	0	WordMergeMaskedLM
492	emily peers out from atop a building under construction.	A man is atop of a building.	1	A worker peers out from atop a building under construction.	A man is atop of a building.	0	WordMergeMaskedLM
493	man dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.	The man in white and black is leaping.	0	A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.	The man in white and black is leaping.	1	WordMergeMaskedLM
494	A variety of people are sitting around a tale doing craft projects.	The people are creatiѵe.	1	A variety of people are sitting around a tale doing craft projects.	The people are creative.	2	WordSwapHomoglyphSwap
495	A family walking with a soldier.	A few people walk with a man in uniforｍ.	1	A family walking with a soldier.	A few people walk with a man in uniform.	2	WordSwapHomoglyphSwap
496	A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.	Theⲅe are children in the streets.	2	A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.	There are children in the streets.	0	WordSwapHomoglyphSwap
497	A worker peers out from atop a building under construction.	A ｍan is atop of a building.	1	A worker peers out from atop a building under construction.	A man is atop of a building.	0	WordSwapHomoglyphSwap
498	A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.	The mɑn in white and black is leaping.	0	A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.	The man in white and black is leaping.	1	WordSwapHomoglyphSwap
499	A variety of people are sitting around a tale doing craft projects.	The people are seminal.	1	A variety of people are sitting around a tale doing craft projects.	The people are creative.	2	WordSwapHowNet
500	A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.	There are youngsters in the streets.	2	A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.	There are children in the streets.	1	WordSwapHowNet
501	A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.	The mankind in white and black is leaping.	0	A person dressed in white and black winter clothing leaps a narrow, water-filled ditch from one frost-covered field to another, where a female dressed in black coat and pants awaits.	The man in white and black is leaping.	1	WordSwapHowNet
502	A family walking with a soldier.	A few people walk with a man in undifferentiated.	1	A family walking with a soldier.	A few people walk with a man in uniform.	2	WordSwapWordNet
503	A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.	There are shaver in the streets.	2	A female runner dressed in blue athletic wear is running in a competition, while spectators line the street.	There are children in the streets.	0	WordSwapWordNet
