	Pertubed_Text	label	Original_Text	True_label	Perturbed_label	attack
565	Nigeria military orders halt to delta patrols The Nigerian military on Friday ordered a start to patrols around the Niger Delta to underscore the government #39;s commitment to a truce agreed with militants, a junior oil industry source said.	0	Nigeria military orders halt to delta patrols The Nigerian military on Friday ordered a halt to patrols around the Niger Delta to underscore the government #39;s commitment to a truce agreed with militants, a senior oil industry source said.	0	0	uknown
566	Crunch time next in store for Schilling TORONTO -- The next time Curt Schilling disclaim the ball for the Red Sox, it will be on the cusp of September, in the opener of a Fenway Park series next Tuesday against the Anaheim Angels, a team as hot as the Sox in August and one as unbend as playing in October as the Olde Towne Team.	0	Crunch time next in store for Schilling TORONTO -- The next time Curt Schilling takes the ball for the Red Sox, it will be on the cusp of September, in the opener of a Fenway Park series next Tuesday against the Anaheim Angels, a team as hot as the Sox in August and one as bent as playing in October as the Olde Towne Team.	1	0	uknown
567	Kremlin Spins Putin #39;s Proposed Plans precede narrow criticism that President Vladimir Putin is exploiting the Beslan school massacre to enhance his powers, the Kremlin mobilized a number of surrogate spokespeople 	0	Kremlin Spins Putin #39;s Proposed Plans Following broad criticism that President Vladimir Putin is exploiting the Beslan school massacre to enhance his powers, the Kremlin mobilized a number of surrogate spokespeople 	0	0	uknown
568	Yankees #39; victory demonstrates Jeter #39;s value NEW YORK - Joe Torre does not bother to look for the back, not anymore. In the immediate wake of a traumatic baseball experience, Torre might need his green tea, his turn on the exercise bike, his time with family and stranger.	0	Yankees #39; victory demonstrates Jeter #39;s value NEW YORK - Joe Torre does not bother to look for the look, not anymore. In the immediate wake of a traumatic baseball experience, Torre might need his green tea, his turn on the exercise bike, his time with family and friends.	1	0	uknown
569	SAP benefits from Europe clear Business software maker SAP, which employs 450 people in Dublin and Galway, has said that a strong performance in its European activities helped boost earnings in the third quarter, which came out low than analysts #39; expectations.	0	SAP benefits from Europe bounce Business software maker SAP, which employs 450 people in Dublin and Galway, has said that a strong performance in its European activities helped boost earnings in the third quarter, which came out higher than analysts #39; expectations.	2	0	uknown
570	Google Challenges Amazon with Book Search Google Challenges Amazon with Book Search\\Google has loudly launched a new book search disservice which is predicted to rival Google publishing partner and Internet book retailer Amazon.com. Accoding to a Rueters report Google founders Larry Page and Sergey Brin will be holding a press conference on Thursday to demonstrate the ...	0	Google Challenges Amazon with Book Search Google Challenges Amazon with Book Search\\Google has quietly launched a new book search service which is predicted to rival Google publishing partner and Internet book retailer Amazon.com. Accoding to a Rueters report Google founders Larry Page and Sergey Brin will be holding a press conference on Thursday to demonstrate the ...	3	0	uknown
571	Russian Cargo Craft Docks at Space Station (AP) AP - A Russian cargo ship undock with the international space station Saturday, bringing food, water, fuel and other items to the two-man Russian-American crew, a space unofficial said.	0	Russian Cargo Craft Docks at Space Station (AP) AP - A Russian cargo ship docked with the international space station Saturday, bringing food, water, fuel and other items to the two-man Russian-American crew, a space official said.	3	0	uknown
572	Cuban dissident confine, recounts grueling ordeal Cuban authorities on Tuesday released Ral Rivero, a dissident poet and journalist who unexhausted 20 months and 6 days behind bars for conspiring with the US government to overthrow President Fidel Castro.	0	Cuban dissident freed, recounts grueling ordeal Cuban authorities on Tuesday released Ral Rivero, a dissident poet and journalist who spent 20 months and 6 days behind bars for conspiring with the US government to overthrow President Fidel Castro.	0	0	uknown
573	Raptors Rally From 20 up to Beat Spurs (AP) AP - Lamond Murray scored all 13 of his points in the fourth quarter, helping the Toronto Raptors overcome a 20-point deficit in the second whole to beat the San Antonio Spurs 96-91 Sunday.	0	Raptors Rally From 20 Down to Beat Spurs (AP) AP - Lamond Murray scored all 13 of his points in the fourth quarter, helping the Toronto Raptors overcome a 20-point deficit in the second half to beat the San Antonio Spurs 96-91 Sunday.	1	0	uknown
574	Palestinian leaders visit dying Arafat side Palestinian politicians are to visit Yasser Arafat in hospital and consult doctors about his condition amid disclaim that the veteran leader has suffered liver failure.	0	Palestinian leaders visit dying Arafat TOP Palestinian politicians are to visit Yasser Arafat in hospital and consult doctors about his condition amid claims that the veteran leader has suffered liver failure.	0	0	uknown
575	Oil Prices Hover inequitable Below \$50 a Barrel US oil prices hovered just below \$50 a barrel on Tuesday, holding recent gains on a rash of crude supply outages and fears over thick heating oil tanks.	0	Oil Prices Hover Just Below \$50 a Barrel US oil prices hovered just below \$50 a barrel on Tuesday, holding recent gains on a rash of crude supply outages and fears over thin heating oil tanks.	2	0	uknown
576	Ivorian exile's gardener killed An employee of Ivory Coast opposition leader Alassane Ouattara is lost alive in suspicious circumstances.	0	Ivorian exile's gardener killed An employee of Ivory Coast opposition leader Alassane Ouattara is found dead in suspicious circumstances.	0	0	uknown
577	"Cemex Buys 18.8 Percent Stake in RMC  LONDON (Reuters) - Mexican cement company Cemex said on  Monday it had unexhausted about 432 million pounds (\$780 million)  buying an 18.8 percent stake in RMC Group &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=RMC.L target=/stocks/quickinfo/fullquote""&gt;RMC.L&lt;/A&gt; as wholly of  its planned takeover of its British rival."	0	"Cemex Buys 18.8 Percent Stake in RMC  LONDON (Reuters) - Mexican cement company Cemex said on  Monday it had spent about 432 million pounds (\$780 million)  buying an 18.8 percent stake in RMC Group &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=RMC.L target=/stocks/quickinfo/fullquote""&gt;RMC.L&lt;/A&gt; as part of  its planned takeover of its British rival."	2	0	uknown
578	Inflation in Check, Bond Prices Rise Briskly Thursday's bond price rally followed a government report that showed that inflation was ill unrestrained in August.	0	Inflation in Check, Bond Prices Rise Briskly Thursday's bond price rally followed a government report that showed that inflation was well restrained in August.	2	0	uknown
579	Judge start patent suits against Columbia A federal judge in Boston dismissed patent claims filed by small biotechnology companies against Columbia University that alleged the New York school was improperly trying to extend its rights to a process widely used to engineer new drugs.	0	Judge halts patent suits against Columbia A federal judge in Boston dismissed patent claims filed by large biotechnology companies against Columbia University that alleged the New York school was improperly trying to extend its rights to a process widely used to engineer new drugs.	2	0	uknown
580	140 louden trapped in mine in China blast; 25 alive BEIJING - More than 140 miners remained trapped in the tunnels and shafts of a coal mine in central China after an explosion Sunday that killed 25 of their colleagues, the government said.	0	140 still trapped in mine in China blast; 25 dead BEIJING - More than 140 miners remained trapped in the tunnels and shafts of a coal mine in central China after an explosion Sunday that killed 25 of their colleagues, the government said.	0	0	uknown
581	Groton soldier killed in blasts in Iraqi capital A 40-year-old soldier from Groton died yesterday in an explosion in Iraq, apparently while delivering candy to Iraqi children during a government-sponsored celebration to inaugurate a sewage plant in Baghdad, according to family and news reports. The apparent car bombs reportedly right about 35 children alive. Army Staff Sergeant Darren Cunningham, a father of two, had been serving in Iraq ...	0	Groton soldier killed in blasts in Iraqi capital A 40-year-old soldier from Groton died yesterday in an explosion in Iraq, apparently while delivering candy to Iraqi children during a government-sponsored celebration to inaugurate a sewage plant in Baghdad, according to family and news reports. The apparent car bombs reportedly left about 35 children dead. Army Staff Sergeant Darren Cunningham, a father of two, had been serving in Iraq ...	0	0	uknown
