index	sentence	label	Original text	perturbed_label	attack
365	the son 's room is a trumph of gentility that earns its momnts of pathos . 	1	the son 's room is a triumph of gentility that earns its moments of pathos . 	0	WordSwapRandomCharacterDeletion
366	this is a train wrck of an action film -- a stupefying attmpt by the filmmaker to force-fed james bond into the mindlss xx mold and throw 40 years of cinematic history down the toile in favo of bright lashes and loud bangs .	0	this is a train wreck of an action film -- a stupefying attempt by the filmmakers to force-feed james bond into the mindless xxx mold and throw 40 years of cinematic history down the toilet in favor of bright flashes and loud bangs .	1	WordSwapRandomCharacterDeletion
367	the draw ( for `` big bad love '' ) is a slid performance by arliss howard . 	1	the draw ( for `` big bad love '' ) is a solid performance by arliss howard . 	0	WordSwapRandomCharacterDeletion
368	green ight want to hang onto that si mas , as robber my be the only way to pa for his nxt project . 	0	green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project . 	1	WordSwapRandomCharacterDeletion
369	it 's on pussy-ass world when ven killer-thriller revolve round group theray sessions . 	0	it 's one pussy-ass world when even killer-thrillers revolve around group therapy sessions . 	1	WordSwapRandomCharacterDeletion
370	thogh it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . 	1	though it 's become almost redundant to say so , major kudos go to leigh for actually casting people who look working-class . 	0	WordSwapRandomCharacterDeletion
371	the band 's courage in the face of official repression is inspirng , especially for aging hippies ( this one included ) . 	1	the band 's courage in the face of official repression is inspiring , especially for aging hippies ( this one included ) . 	0	WordSwapRandomCharacterDeletion
372	the movie achieves as geat an mpact by keeping these thoughts hidden as ... ( quills ) did by showing them . 	1	the movie achieves as great an impact by keeping these thoughts hidden as ... ( quills ) did by showing them . 	0	WordSwapRandomCharacterDeletion
373	jaglom ... put ( s ) the audience in the privilegd position of eavesdropping on his characters 	1	jaglom ... put ( s ) the audience in the privileged position of eavesdropping on his characters 	0	WordSwapRandomCharacterDeletion
374	fresnadillo 's ark and jolting iages have a ay of plying into your subconscious like the nightmare you had a week ago that wo n't go away . 	1	fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . 	0	WordSwapRandomCharacterDeletion
375	we know the plot 's a little crazy , but it hld my inteest from start to finish . 	1	we know the plot 's a little crazy , but it held my interest from start to finish . 	0	WordSwapRandomCharacterDeletion
376	it 's a scattershot affair , but when it hits its mark it 's brilliat . 	1	it 's a scattershot affair , but when it hits its mark it 's brilliant . 	0	WordSwapRandomCharacterDeletion
377	hardl a msterpiece , but it introdces viewers to a ood charitable enterprise and some intereting real people . 	1	hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . 	0	WordSwapRandomCharacterDeletion
378	byler reveals his characters in a wa that intrgues and even fascinates u , and he nevr reduces the situation to simple melodrama . 	1	byler reveals his characters in a way that intrigues and even fascinates us , and he never reduces the situation to simple melodrama . 	0	WordSwapRandomCharacterDeletion
379	it 's difficult to imagine the process that produced such a script , but here 's gussing that spry cheee and underrm noises played a crucial role . 	0	it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . 	1	WordSwapRandomCharacterDeletion
380	no sophomore slmp for director sam mendes , who segus from oscar winner to oscar-winning potential with a smooh sleight of hand . 	1	no sophomore slump for director sam mendes , who segues from oscar winner to oscar-winning potential with a smooth sleight of hand . 	0	WordSwapRandomCharacterDeletion
381	on the whole , the movie lacs wit , feeling and believability to compensate for its incessant coarseness and banality . 	0	on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . 	1	WordSwapRandomCharacterDeletion
382	neither parker nor donovan is a typicl romantic lead , but they bring a resh , uirky carm to the formula . 	1	neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . 	0	WordSwapRandomCharacterDeletion
383	his last movie was poetically romantic and full of indelible images , but his latest has nothig ging for it . 	0	his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . 	1	WordSwapRandomCharacterDeletion
384	does paint some memorable images ... , but makhmalbaf kees her distance from the characters 	1	does paint some memorable images ... , but makhmalbaf keeps her distance from the characters 	0	WordSwapRandomCharacterDeletion
385	a grippig movie , played with performances that are all nderstated and toching . 	1	a gripping movie , played with performances that are all understated and touching . 	0	WordSwapRandomCharacterDeletion
386	it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem pssible . 	1	it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . 	0	WordSwapRandomCharacterDeletion
387	the movie 's relatively simple plot and uncomplicated morality play wel with the affale cst . 	1	the movie 's relatively simple plot and uncomplicated morality play well with the affable cast . 	0	WordSwapRandomCharacterDeletion
388	what the director ca n' do is make ether of val kilmer 's two personas interesting or woth caring about . 	0	what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . 	1	WordSwapRandomCharacterDeletion
389	too often , the viewer is 't reacting to huor so much as they are wining back in repugnance . 	0	too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance . 	1	WordSwapRandomCharacterDeletion
390	it 's geat escapist fu that recreaes a plac and time that will never happen again . 	1	it 's great escapist fun that recreates a place and time that will never happen again . 	0	WordSwapRandomCharacterDeletion
391	there is nt nearly enough fun here , despite the presence of some appealing ingredients . 	0	there is n't nearly enough fun here , despite the presence of some appealing ingredients . 	1	WordSwapRandomCharacterDeletion
392	it haunt you , you ca nt forget it , you admre its concepion and are ale to resolve some of the confusios you had while watching it . 	1	it haunts you , you ca n't forget it , you admire its conception and are able to resolve some of the confusions you had while watching it . 	0	WordSwapRandomCharacterDeletion
393	one of the martest takes on singles culture i 've seen in a lng time . 	1	one of the smartest takes on singles culture i 've seen in a long time . 	0	WordSwapRandomCharacterDeletion
394	moody , heartbreaking , and filmed in a natral , unfoced style that makes its characters seem entirely convncing even when its script is not . 	1	moody , heartbreaking , and filmed in a natural , unforced style that makes its characters seem entirely convincing even when its script is not . 	0	WordSwapRandomCharacterDeletion
395	war water under a red bridge is a quiry and pognant japanse ilm that explore the fascinatng conections between women , water , nature , and sexuality . 	1	warm water under a red bridge is a quirky and poignant japanese film that explores the fascinating connections between women , water , nature , and sexuality . 	0	WordSwapRandomCharacterDeletion
